path,label
data\raw\flower_classification\train\tulip\4556406789_43b14fefcc_c.jpg,tulip
data\raw\flower_classification\train\rose\149137665_db5e421309_c.jpg,rose
data\raw\flower_classification\train\rose\2480339898_a51209c653_c.jpg,rose
data\raw\flower_classification\train\common_daisy\14435559229_b44be3d64b_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\13831770483_54fd690e2d_c.jpg,tulip
data\raw\flower_classification\train\dandelion\17389490215_c38aec28ce_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\9203146552_4149e63d9e_c.jpg,dandelion
data\raw\flower_classification\train\rose\29403268414_b7cfa67523_c.jpg,rose
data\raw\flower_classification\train\sunflower\20295618156_d64ae7672b_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\8347721748_0357a00209_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\2509833178_35e1e7a97a_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\246103787_46a3443daf_c.jpg,sunflower
data\raw\flower_classification\train\rose\9804267784_f5f8c436b4_c.jpg,rose
data\raw\flower_classification\train\sunflower\6174261344_4f81de0f08_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\4548257927_20ccf34497_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\14874195352_86d5b2aafb_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\5521713652_2faec10e90_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\37607568005_9f0e0c6c60_c.jpg,dandelion
data\raw\flower_classification\train\tulip\7048185957_8148538335_c.jpg,tulip
data\raw\flower_classification\train\rose\2479528483_53e611b8e5_c.jpg,rose
data\raw\flower_classification\train\common_daisy\14331617003_0410f897c7_c.jpg,common_daisy
data\raw\flower_classification\train\rose\27885929180_98428fe3d5_c.jpg,rose
data\raw\flower_classification\train\sunflower\7236707780_4ba92d6d3c_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\4536778495_d0b31674c7_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\41206214271_e5a4e1fe25_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\32737873637_2c2d154203_c.jpg,dandelion
data\raw\flower_classification\train\tulip\3386884477_2d40336080_c.jpg,tulip
data\raw\flower_classification\train\dandelion\4609426200_7d135c7e60_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\3278180764_3c39475319_c.jpg,dandelion
data\raw\flower_classification\train\tulip\13592436983_f0e42873a7_c.jpg,tulip
data\raw\flower_classification\train\tulip\25896454655_d7c2cb95f6_c.jpg,tulip
data\raw\flower_classification\train\sunflower\6158859642_81c56f4366_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\5501960299_43eae12f34_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5603741494_f96dde0254_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\19063591035_781a6d2342_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\4548256363_7a02ebb657_c.jpg,dandelion
data\raw\flower_classification\train\rose\3559438039_0cb5bb2ae8_c.jpg,rose
data\raw\flower_classification\train\rose\34568446643_b0c835e9d6_c.jpg,rose
data\raw\flower_classification\train\dandelion\7117610713_9ed56287a1_c.jpg,dandelion
data\raw\flower_classification\train\rose\881825045_a38d961609_c.jpg,rose
data\raw\flower_classification\train\tulip\4446180727_2fec55d8d0_c.jpg,tulip
data\raw\flower_classification\train\dandelion\13906479399_8eb75efc00_c.jpg,dandelion
data\raw\flower_classification\train\tulip\2774435956_2248844b8a_c.jpg,tulip
data\raw\flower_classification\train\dandelion\26542144726_4f59fa53b5_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\25262391151_2694a32f92_c.jpg,common_daisy
data\raw\flower_classification\train\rose\26833044715_d804d60b1b_c.jpg,rose
data\raw\flower_classification\train\rose\3748717164_738f9469a4_c.jpg,rose
data\raw\flower_classification\train\tulip\8624663647_3c28c4b323_c.jpg,tulip
data\raw\flower_classification\train\sunflower\14531944205_d6129c36bd_c.jpg,sunflower
data\raw\flower_classification\train\rose\36337030081_323e13c9b9_c.jpg,rose
data\raw\flower_classification\train\tulip\8391950709_ec41a2358b_c.jpg,tulip
data\raw\flower_classification\train\tulip\13992798593_b376d93fb5_c.jpg,tulip
data\raw\flower_classification\train\sunflower\30724712552_c17f9b4995_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\3868771423_cc940e87f3_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\28567781042_dbe435b17d_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\9283731195_dc5ef9f4c4_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\16906159496_640fae09ee_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\5680445892_fabd4a3eb4_c.jpg,dandelion
data\raw\flower_classification\train\tulip\14032915079_352e5d5406_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\5159350436_4ea05fa32e_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\18144188904_074cfc3277_c.jpg,common_daisy
data\raw\flower_classification\train\rose\11053820414_71ac2844ae_c.jpg,rose
data\raw\flower_classification\train\rose\3673213268_84b7121aac_c.jpg,rose
data\raw\flower_classification\train\tulip\17089204150_20c2582a83_c.jpg,tulip
data\raw\flower_classification\train\sunflower\5711369584_fd5af94db6_c.jpg,sunflower
data\raw\flower_classification\train\tulip\2897873399_82ac5314a7_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\6877890207_236c21b037_c.jpg,common_daisy
data\raw\flower_classification\train\rose\30797324404_5847336d3c_c.jpg,rose
data\raw\flower_classification\train\dandelion\6913145236_fb27bd234c_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\4753584920_862fc9c55d_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\3991310484_ac8bb8f97d_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\34101713863_ce0f777574_c.jpg,common_daisy
data\raw\flower_classification\train\rose\29281182344_52e48295ba_c.jpg,rose
data\raw\flower_classification\train\tulip\19062984151_199079de2d_c.jpg,tulip
data\raw\flower_classification\train\tulip\4662145147_fc519b30d1_c.jpg,tulip
data\raw\flower_classification\train\dandelion\40566092160_be1a7d166c_c.jpg,dandelion
data\raw\flower_classification\train\tulip\4548949757_1dff02a1c0_c.jpg,tulip
data\raw\flower_classification\train\rose\5358520590_94346e8350_c.jpg,rose
data\raw\flower_classification\train\tulip\6942128138_5c5f2f1c1c_c.jpg,tulip
data\raw\flower_classification\train\dandelion\7152745597_4503cb51bd_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\7223754140_a779e45291_c.jpg,dandelion
data\raw\flower_classification\train\tulip\467326548_f249777226_c.jpg,tulip
data\raw\flower_classification\train\sunflower\35349571271_787da1de42_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5663524091_6e784d444b_c.jpg,dandelion
data\raw\flower_classification\train\rose\23878760385_d43b3fab9e_c.jpg,rose
data\raw\flower_classification\train\sunflower\1106558887_f33f5ef4b4_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3364323459_daf40206e7_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\8466079836_2f8c652e97_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\7291185504_b740bbeba4_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\5907021304_2a1d12c2b3_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\709869432_1a34288915_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\527822813_7a1c4aea97_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\51399065009_3f58e7a69d_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\25733156914_4106ec6c50_c.jpg,tulip
data\raw\flower_classification\train\tulip\8723863372_e45035803b_c.jpg,tulip
data\raw\flower_classification\train\dandelion\4589542770_51f33da912_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\5398927338_0ef6203d40_c.jpg,sunflower
data\raw\flower_classification\train\rose\25629411773_a8e71d17f5_c.jpg,rose
data\raw\flower_classification\train\tulip\13832122414_9934424130_c.jpg,tulip
data\raw\flower_classification\train\dandelion\41302400594_27ba8427fd_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\7465519286_58a7af6f41_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\6101744035_2566341f3c_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\16548793302_a64f71ef7b_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3483149645_4e611091c4_c.jpg,tulip
data\raw\flower_classification\train\tulip\8632084103_70c3132d7b_c.jpg,tulip
data\raw\flower_classification\train\tulip\14131683053_8179b2470d_c.jpg,tulip
data\raw\flower_classification\train\rose\6175134743_8175e630e1_c.jpg,rose
data\raw\flower_classification\train\common_daisy\49847852267_4479ca7953_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\43579304771_171605a947_c.jpg,sunflower
data\raw\flower_classification\train\tulip\17278427062_e780fd4dfc_c.jpg,tulip
data\raw\flower_classification\train\rose\35310497655_9c771c4df2_c.jpg,rose
data\raw\flower_classification\train\rose\6866235490_7e3c942a00_c.jpg,rose
data\raw\flower_classification\train\rose\4357550657_29ce48df12_c.jpg,rose
data\raw\flower_classification\train\dandelion\5685470183_8543810bdc_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\37289267765_ce9f033ce4_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\8079654222_04b01a1b5c_c.jpg,sunflower
data\raw\flower_classification\train\tulip\5699994479_76b3884245_c.jpg,tulip
data\raw\flower_classification\train\tulip\6851671321_4b371b43d9_c.jpg,tulip
data\raw\flower_classification\train\tulip\25719155344_cb87cf3ac2_c.jpg,tulip
data\raw\flower_classification\train\rose\8731728850_e1837b1607_c.jpg,rose
data\raw\flower_classification\train\tulip\6707412081_b81aac399c_c.jpg,tulip
data\raw\flower_classification\train\dandelion\14025496540_cbdb6acbf0_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\7805217330_f346ecf2e4_c.jpg,sunflower
data\raw\flower_classification\train\tulip\16967733480_1f0584b491_c.jpg,tulip
data\raw\flower_classification\train\tulip\4590088643_e22a2ced60_c.jpg,tulip
data\raw\flower_classification\train\dandelion\6057852407_97f07156ec_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\56994280_7d319f8f4f_c.jpg,dandelion
data\raw\flower_classification\train\rose\751944138_a3260b122d_c.jpg,rose
data\raw\flower_classification\train\common_daisy\475681151_afdfd9e2f7_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\7073811329_c9b9ddb86a_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\5653862664_cb280a3279_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\3476498201_074983e578_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\2493277242_a1df1e66ca_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\11026298_db8ac99532_c.jpg,tulip
data\raw\flower_classification\train\sunflower\6888171976_1c4d1c7fe3_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\4611162702_e1a5c38cd1_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\7129765621_e85fca6472_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5844164335_f5513a0585_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\5415377052_4819136cb0_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\15501665221_8978c997ae_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\3639816950_187073203c_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\8896217215_96e2266960_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\3825333026_0086470dfb_c.jpg,tulip
data\raw\flower_classification\train\dandelion\8977054205_45bc17b360_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\8158425771_1d4d9756a2_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\4563337292_7a7276ca8b_c.jpg,tulip
data\raw\flower_classification\train\dandelion\20474717450_c416ae0a6c_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\42760225370_9358d7cf0e_c.jpg,sunflower
data\raw\flower_classification\train\rose\8197281259_ef5fe0f17c_c.jpg,rose
data\raw\flower_classification\train\rose\1476943_ecf8d36b29_c.jpg,rose
data\raw\flower_classification\train\dandelion\14075918924_1c486a3e4b_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\5661210508_46d6aa2b52_c.jpg,dandelion
data\raw\flower_classification\train\tulip\3427800748_f6d41543f7_c.jpg,tulip
data\raw\flower_classification\train\dandelion\127683880_98e7e87bf1_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\7073807463_7e07d1e3c4_c.jpg,common_daisy
data\raw\flower_classification\train\rose\30685627040_4977a8321a_c.jpg,rose
data\raw\flower_classification\train\dandelion\8775145746_669763549a_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\38372813892_702c98e3f5_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\6182283006_b189c03727_c.jpg,common_daisy
data\raw\flower_classification\train\rose\5874760284_045637abf2_c.jpg,rose
data\raw\flower_classification\train\dandelion\37059925752_1157b975e4_c.jpg,dandelion
data\raw\flower_classification\train\rose\6889144155_0b15272d6f_c.jpg,rose
data\raw\flower_classification\train\tulip\3512126918_a5fa9b0754_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\16381928711_5f2ed76c0f_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\3498120108_a48ee646d7_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\26104983801_8825b2f102_c.jpg,common_daisy
data\raw\flower_classification\train\rose\21113296146_ca0fbc6baf_c.jpg,rose
data\raw\flower_classification\train\dandelion\14105940708_e99f4ff36d_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\47935206166_1ebd5df716_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\18509713808_34575f5900_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\14906532473_8bb83051b3_c.jpg,sunflower
data\raw\flower_classification\train\tulip\25507258043_b3df890907_c.jpg,tulip
data\raw\flower_classification\train\tulip\8628286834_bb715b4870_c.jpg,tulip
data\raw\flower_classification\train\rose\30871984536_00dd44a517_c.jpg,rose
data\raw\flower_classification\train\rose\4729161029_f8ef219e92_c.jpg,rose
data\raw\flower_classification\train\rose\20524283050_8422ce270c_c.jpg,rose
data\raw\flower_classification\train\dandelion\7161768500_d6e843d031_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\7188283911_77cfc49e4f_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\6967891790_85b9ae9028_c.jpg,dandelion
data\raw\flower_classification\train\rose\9949176603_cd37af664b_c.jpg,rose
data\raw\flower_classification\train\tulip\5650314070_f2ec26ab4a_c.jpg,tulip
data\raw\flower_classification\train\sunflower\43007506994_3cdfa45323_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\18597644598_285b0423c5_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\41513834025_daabd5e84a_c.jpg,dandelion
data\raw\flower_classification\train\tulip\6908894688_d42f49e82c_c.jpg,tulip
data\raw\flower_classification\train\rose\28777523597_15f55b85cf_c.jpg,rose
data\raw\flower_classification\train\sunflower\3932507237_9ca988705d_c.jpg,sunflower
data\raw\flower_classification\train\tulip\2304224721_4e7e8279a0_c.jpg,tulip
data\raw\flower_classification\train\tulip\6091066229_c80ff3be09_c.jpg,tulip
data\raw\flower_classification\train\tulip\486377394_97c7c8a104_c.jpg,tulip
data\raw\flower_classification\train\dandelion\6005850329_2c76de2fa1_c.jpg,dandelion
data\raw\flower_classification\train\tulip\5691207591_01df43df6a_c.jpg,tulip
data\raw\flower_classification\train\dandelion\21194428206_514b9898aa_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\7023048441_52945f32df_c.jpg,common_daisy
data\raw\flower_classification\train\rose\27258090010_cebdb8ebb7_c.jpg,rose
data\raw\flower_classification\train\tulip\3453662876_2c555f9070_c.jpg,tulip
data\raw\flower_classification\train\tulip\14778880295_f9805f1dc4_c.jpg,tulip
data\raw\flower_classification\train\rose\37054009521_dc46007b63_c.jpg,rose
data\raw\flower_classification\train\dandelion\4650991968_f72746636d_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\51216428277_bbd944e038_c.jpg,common_daisy
data\raw\flower_classification\train\rose\3622856054_4d50ddd306_c.jpg,rose
data\raw\flower_classification\train\rose\402579123_c66c697621_c.jpg,rose
data\raw\flower_classification\train\dandelion\5653319942_bec804d732_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\49235175547_72fe8350e9_c.jpg,common_daisy
data\raw\flower_classification\train\rose\29457922657_7cd4d07116_c.jpg,rose
data\raw\flower_classification\train\common_daisy\15218868827_423311ddc6_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\1255290711_691bf6d671_c.jpg,sunflower
data\raw\flower_classification\train\tulip\16224812675_b7bb2c1ab2_c.jpg,tulip
data\raw\flower_classification\train\rose\22185900626_216d35e430_c.jpg,rose
data\raw\flower_classification\train\dandelion\28144375088_f1594b527b_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\50555960608_c3fe5af7f3_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\302939882_1cc54ba23a_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\5928619901_0bf0046534_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\48961908666_33b67599e1_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\15053326739_1dd476af4a_c.jpg,tulip
data\raw\flower_classification\train\dandelion\4624736138_8a1bbc4865_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\2321489694_432d4248fb_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\3523808644_7c3922b1b3_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\4926500946_938c5e4659_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\8917994633_a0ff0328bd_c.jpg,dandelion
data\raw\flower_classification\train\rose\35063038412_dfa41c45e5_c.jpg,rose
data\raw\flower_classification\train\common_daisy\418830839_f5437a8d97_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\7290118744_48c44587e0_c.jpg,common_daisy
data\raw\flower_classification\train\rose\15263487102_72ea5e8bd9_c.jpg,rose
data\raw\flower_classification\train\sunflower\36881487400_a814fd99af_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\3029397804_3b2c5b60ed_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\42085226270_e54e91204a_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\36995702780_958f1aa378_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\49944619736_66b4882413_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\14004250227_4943db97a2_c.jpg,dandelion
data\raw\flower_classification\train\tulip\4584730339_95e766f4d8_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\8500922114_9fc938f19e_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\2478428683_c72939bc6c_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\1342625466_8de6a9088a_c.jpg,sunflower
data\raw\flower_classification\train\tulip\5729773260_5f530bd4ba_c.jpg,tulip
data\raw\flower_classification\train\sunflower\8201295037_a6d9d7e3f8_c.jpg,sunflower
data\raw\flower_classification\train\rose\1216789_7e50c0f967_c.jpg,rose
data\raw\flower_classification\train\sunflower\2836428588_6707dc6272_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\14936197011_80ee872394_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\51216428297_2f0e4b401e_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\12831405_ff3fae8661_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\14627610265_5d4afea099_c.jpg,common_daisy
data\raw\flower_classification\train\sunflower\4827498255_164dec1514_c.jpg,sunflower
data\raw\flower_classification\train\rose\4311709566_3d0410b408_c.jpg,rose
data\raw\flower_classification\train\sunflower\42570239275_bd2f5b488b_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\144804260_4a93ffa2a1_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\34093288833_6b9bf7909a_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\21531554708_8ff67424d7_c.jpg,tulip
data\raw\flower_classification\train\rose\29996866615_6b611296bb_c.jpg,rose
data\raw\flower_classification\train\dandelion\8708057351_acafbaaa9f_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\36664053135_ee488e42e9_c.jpg,sunflower
data\raw\flower_classification\train\tulip\171423959_764f705df5_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\531966337_6341334d04_c.jpg,common_daisy
data\raw\flower_classification\train\rose\36587255341_1537a0d70b_c.jpg,rose
data\raw\flower_classification\train\tulip\8750998453_bc0621a305_c.jpg,tulip
data\raw\flower_classification\train\tulip\4555166991_fa70652313_c.jpg,tulip
data\raw\flower_classification\train\tulip\16236186917_d0dc0a6daa_c.jpg,tulip
data\raw\flower_classification\train\sunflower\3731698724_916645ecbb_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\8697734788_e5180576a2_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\3582273854_04f3e54c1e_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\7758707926_b397e545d0_c.jpg,sunflower
data\raw\flower_classification\train\tulip\3402920451_3697524813_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\7557532266_7ae2f9593f_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\6881121412_32e9752c9f_c.jpg,common_daisy
data\raw\flower_classification\train\rose\5473818483_d2e5792a66_c.jpg,rose
data\raw\flower_classification\train\sunflower\36382169502_ee798226a9_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\2781450336_5b6b1db86c_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\14950351877_10ab5b44aa_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\5455428374_b70562e686_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\9309993806_1051d7329a_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\2442625834_be2aa12496_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\48998428206_939d589881_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\28926841416_8341a9f04a_c.jpg,common_daisy
data\raw\flower_classification\train\rose\6734063829_09c04e44ae_c.jpg,rose
data\raw\flower_classification\train\common_daisy\2548650006_87a53724f8_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\4730369871_c47558d452_c.jpg,common_daisy
data\raw\flower_classification\train\rose\14416921483_36e546a3f5_c.jpg,rose
data\raw\flower_classification\train\sunflower\6086329164_395431141c_c.jpg,sunflower
data\raw\flower_classification\train\rose\35526147224_37d8495630_c.jpg,rose
data\raw\flower_classification\train\dandelion\452648593_233a235856_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\4859972908_4ceb3c2813_c.jpg,sunflower
data\raw\flower_classification\train\rose\28267312712_b32db222e5_c.jpg,rose
data\raw\flower_classification\train\tulip\4479294125_5035fe72b3_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\4551961112_5a871fe846_c.jpg,common_daisy
data\raw\flower_classification\train\rose\10539258363_62df2abf81_c.jpg,rose
data\raw\flower_classification\train\rose\31078979126_bce7e74c69_c.jpg,rose
data\raw\flower_classification\train\dandelion\18588097534_f60752313c_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\14147472455_3dc6b40182_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\24304172830_910548cdeb_c.jpg,common_daisy
data\raw\flower_classification\train\rose\26874648111_7aa55120ef_c.jpg,rose
data\raw\flower_classification\train\common_daisy\8856385086_bd901505c1_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\37379447571_5ddc78ba6a_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\566127302_61661ca12b_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\43445638590_1a5f055eed_c.jpg,dandelion
data\raw\flower_classification\train\rose\1346373891_f1480d85a8_c.jpg,rose
data\raw\flower_classification\train\tulip\260904578_d37801d52e_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\28105355047_b38416b49b_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\48217406256_96cce2d281_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\5545348362_d54cb07412_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\4494589133_e76bfaa216_c.jpg,dandelion
data\raw\flower_classification\train\rose\9303283149_ab76e3e448_c.jpg,rose
data\raw\flower_classification\train\rose\30507464380_451af23df5_c.jpg,rose
data\raw\flower_classification\train\rose\23278059805_5fc2ddf144_c.jpg,rose
data\raw\flower_classification\train\rose\5644131997_d2e4121371_c.jpg,rose
data\raw\flower_classification\train\sunflower\340826140_c83749e5e7_c.jpg,sunflower
data\raw\flower_classification\train\sunflower\6184985664_daa2c726df_c.jpg,sunflower
data\raw\flower_classification\train\rose\13897640908_47e0ca9b55_c.jpg,rose
data\raw\flower_classification\train\common_daisy\8499199429_64dd1f5d77_c.jpg,common_daisy
data\raw\flower_classification\train\common_daisy\34052628684_87f4dd3f33_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\2500309962_7fcacf8bbe_c.jpg,tulip
data\raw\flower_classification\train\rose\14480749258_2e089a43f6_c.jpg,rose
data\raw\flower_classification\train\tulip\2085688195_e0ac4d2306_c.jpg,tulip
data\raw\flower_classification\train\dandelion\41603641521_bddca1ee7a_c.jpg,dandelion
data\raw\flower_classification\train\tulip\6258774996_b528a94cd4_c.jpg,tulip
data\raw\flower_classification\train\dandelion\8611000729_c2c5a1f158_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\6843543098_b64d7da750_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\5646739190_b754fe3d4c_c.jpg,dandelion
data\raw\flower_classification\train\dandelion\6341775451_a86cfd390b_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\5973995998_fafe6fce60_c.jpg,common_daisy
data\raw\flower_classification\train\tulip\4550313191_a726b8e1ef_c.jpg,tulip
data\raw\flower_classification\train\dandelion\13646107945_435de13dac_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\9102424342_b082dbd1b2_c.jpg,sunflower
data\raw\flower_classification\train\tulip\459484658_9b4d5270c1_c.jpg,tulip
data\raw\flower_classification\train\sunflower\2770372995_5f3d1dcd21_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\6875525139_04996165f3_c.jpg,common_daisy
data\raw\flower_classification\train\rose\553803010_2473b60082_c.jpg,rose
data\raw\flower_classification\train\sunflower\4755861023_c353a16001_c.jpg,sunflower
data\raw\flower_classification\train\common_daisy\2681769144_5d01dcabc1_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\42820409851_2ee979930e_c.jpg,dandelion
data\raw\flower_classification\train\sunflower\38090657_6ecd54ea5a_c.jpg,sunflower
data\raw\flower_classification\train\dandelion\4812284203_8451f351ed_c.jpg,dandelion
data\raw\flower_classification\train\rose\9712694465_58b70077d1_c.jpg,rose
data\raw\flower_classification\train\tulip\13821190023_f927d76542_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\49938721867_5748d093f2_c.jpg,common_daisy
data\raw\flower_classification\train\rose\5235417567_b9b0011ac4_c.jpg,rose
data\raw\flower_classification\train\tulip\2581360032_436d88726f_c.jpg,tulip
data\raw\flower_classification\train\tulip\11036171_2aa5cf0325_c.jpg,tulip
data\raw\flower_classification\train\common_daisy\14481395704_7e433c4fed_c.jpg,common_daisy
data\raw\flower_classification\train\rose\5391019702_00f2b1eee1_c.jpg,rose
data\raw\flower_classification\train\dandelion\41162409165_e33ff74d1f_c.jpg,dandelion
data\raw\flower_classification\train\common_daisy\6919562908_a1b00ce14b_c.jpg,common_daisy
data\raw\flower_classification\train\dandelion\15308453885_0e1dd55146_c.jpg,dandelion
